0.0751224,0.0,0.0751224,0.0,0.0751224,0.0,0.0,0.0,0.0,0.30048959,0.0,0.0751224,0.0,0.0,0.0,0.1502448,0.0751224,0.0751224,0.0751224,0.0,0.02376697,0.00351817,-0.01070181,0.00979255,-0.00656269,0.00359563
0.12263824,0.0,0.0,0.08175882,0.04087941,0.08175882,0.16351765,0.08175882,0.0,0.0,0.0,0.08175882,0.12263824,0.04087941,0.04087941,0.04087941,0.0,0.0,0.04087941,0.0,0.01881906,0.01577444,0.02959192,0.00291202,-0.01228966,0.00496574
0.0398475,0.0,0.0,0.0,0.0398475,0.07969501,0.0398475,0.0398475,0.07969501,0.31878002,0.0,0.0,0.0,0.0,0.0398475,0.0398475,0.07969501,0.0398475,0.0,0.07969501,0.04138214,0.02205623,-0.01163154,0.02251429,0.00115391,0.0080324
0.05372399,0.0,0.0,0.05372399,0.05372399,0.05372399,0.10744798,0.0,0.05372399,0.16117197,0.0,0.05372399,0.16117197,0.0,0.10744798,0.10744798,0.05372399,0.0,0.0,0.0,-0.0398866,-0.00458603,0.00429001,0.02143527,-0.00133179,-0.0006767
0.10228252,0.02557063,0.02557063,0.0,0.0,0.02557063,0.05114126,0.0,0.0,0.20456504,0.05114126,0.05114126,0.02557063,0.02557063,0.05114126,0.07671189,0.07671189,0.05114126,0.05114126,0.05114126,0.02335349,0.01869651,0.00459785,0.01038373,0.01084489,-0.01398977
0.19725832,0.02465729,0.02465729,0.0,0.0,0.04931458,0.02465729,0.04931458,0.12328645,0.09862916,0.0,0.0,0.02465729,0.02465729,0.09862916,0.07397187,0.04931458,0.04931458,0.02465729,0.04931458,-0.00015351,0.00690303,0.01000782,-0.00405002,0.00174106,-0.00073998
0.03404478,0.0,0.10213435,0.06808956,0.13617913,0.0,0.03404478,0.0,0.03404478,0.06808956,0.03404478,0.03404478,0.0,0.03404478,0.06808956,0.03404478,0.06808956,0.17022391,0.0,0.03404478,0.03381721,0.00365944,0.01975707,-0.00370046,-0.00224198,-0.00454519
0.05765653,0.0,0.05765653,0.05765653,0.0,0.0,0.05765653,0.0,0.0,0.0,0.05765653,0.11531306,0.0,0.11531306,0.05765653,0.34593917,0.0,0.05765653,0.0,0.0,-0.02217492,0.01706215,-0.01032355,0.02529665,0.00330184,0.00667686
0.07741846,0.10322461,0.02580615,0.0,0.07741846,0.07741846,0.07741846,0.0,0.0,0.20644922,0.0,0.02580615,0.0,0.02580615,0.02580615,0.10322461,0.0,0.0516123,0.0,0.0,0.03620057,0.01648705,0.02128541,0.03154259,0.00890899,0.00816621
0.0,0.03411759,0.0,0.0,0.0,0.03411759,0.0,0.0,0.10235278,0.17058797,0.06823519,0.0,0.03411759,0.06823519,0.03411759,0.06823519,0.03411759,0.13647037,0.03411759,0.0,0.04868468,0.02661422,-0.00337212,0.07116868,0.0367841,0.00129821
