-0.037,-0.108,-1.751,-0.793,-0.705,-1.007,-0.419,-1.501,-0.249,-3.181,-0.84,-1.508,-0.376,-0.277,-0.024,-1.168,-1.348,-1.588,-1.794,-0.333,0.346,0.141,-0.731,-0.29,-2.202,-0.169,0.24,-0.059,-0.297,0.506,0.153,-1.683,-0.212,-0.255,-0.324,-0.898,-0.277,0.675,-3.593,-1.0
0.025,-0.107,-0.359,0.132,0.012,0.118,-0.73,0.316,0.004,0.649,0.074,0.366,-2.958,1.169,0.748,-0.347,-0.046,0.636,-0.616,0.361,-0.307,-0.067,-1.313,-1.177,0.154,-0.144,0.941,-0.155,-1.177,0.146,-0.139,-0.23,-1.685,-1.013,-0.966,-0.628,-0.046,0.008,-0.602,-0.252
-0.279,0.124,0.311,0.448,-0.704,-0.909,-0.3,0.787,1.135,1.714,0.591,0.871,-0.076,0.592,0.873,0.34,-0.57,1.291,-0.733,-3.862,0.47,0.134,-0.189,-0.462,-1.943,-0.404,2.327,0.786,-1.274,1.138,0.093,0.008,0.007,-0.157,-0.83,0.827,0.533,0.458,0.362,2.675
0.051,0.101,-0.247,0.608,-1.128,-1.641,4.081,-0.684,0.034,-1.003,-0.284,-1.428,1.613,0.151,-0.135,-0.839,0.104,-0.331,-0.338,0.001,-0.483,-0.356,-0.093,-0.405,-0.655,0.664,-0.733,0.605,0.227,1.347,0.353,0.506,-3.125,-0.036,0.135,-0.336,-0.253,0.419,-0.344,0.25
0.17,0.546,1.508,1.136,0.926,0.104,2.805,-0.204,0.873,0.705,-0.24,2.02,0.516,0.528,0.917,1.796,0.346,-0.059,-0.078,-0.056,0.045,-0.727,3.375,1.092,-0.049,0.456,0.866,-0.195,0.599,0.065,-0.031,1.354,0.876,0.615,0.774,0.523,-0.279,0.105,-1.199,-0.914
1.615,1.08,0.208,0.253,-0.335,0.542,-0.168,0.675,-0.288,0.252,-0.076,0.404,-0.649,0.389,0.615,0.503,-0.404,0.464,-0.559,-0.564,0.426,0.601,-0.208,-0.136,0.195,-0.629,-0.545,-1.166,-0.171,-1.213,-0.628,0.0,-0.515,-0.28,-0.458,0.47,0.092,-0.774,-0.455,-0.347
0.442,0.209,-1.166,-0.108,1.138,0.306,-0.103,0.746,1.664,1.653,0.531,0.898,0.613,0.59,1.189,0.941,0.062,0.295,0.302,0.434,-0.504,0.098,0.636,-1.578,-3.534,-0.505,0.053,-0.541,-1.182,0.285,0.492,-0.462,-1.002,-0.325,-0.311,-1.386,-0.523,-0.273,-0.154,-1.292
-0.928,-0.386,0.989,0.11,-0.075,-0.25,-0.717,-0.511,-0.441,0.032,0.346,-0.834,-0.034,-0.827,-1.078,-1.035,-0.328,-0.684,0.032,-0.128,-0.228,-0.008,-0.404,-0.668,-0.071,-0.333,-0.337,0.188,0.196,0.108,-0.419,0.369,-0.111,0.052,0.509,-1.129,-0.01,0.309,-0.159,-0.454
-0.619,-3.008,1.254,0.919,1.352,0.465,2.0,1.274,0.299,1.629,0.508,1.63,0.059,0.295,-0.223,0.17,-0.086,0.939,0.008,0.24,-0.843,-0.192,-0.599,-0.629,-0.592,2.215,-1.688,1.002,-0.279,1.172,1.376,-0.405,-0.131,-0.296,-0.379,-0.776,-0.279,1.375,-0.544,-0.404
-0.024,1.29,0.227,0.637,0.345,0.065,0.431,1.676,1.564,0.238,-0.15,0.151,-0.377,1.825,3.534,-0.255,-0.163,2.032,-1.094,-0.005,-0.528,1.041,-0.071,0.757,0.108,-0.546,0.276,1.838,2.52,-0.524,0.657,-0.268,0.42,0.846,2.846,-0.927,-0.545,3.068,-0.371,-0.192
