0.05661133,0.0,0.05661133,0.0,0.05661133,0.0,0.0,0.0,0.0,0.22644532,0.0,0.05661133,0.0,0.0,0.0,0.11322266,0.05661133,0.05661133,0.05661133,0.0,0.13029272,0.13375998
0.09929038,0.0,0.0,0.06619359,0.03309679,0.06619359,0.13238718,0.06619359,0.0,0.0,0.0,0.06619359,0.09929038,0.03309679,0.03309679,0.03309679,0.0,0.0,0.03309679,0.0,0.09953772,0.13923602
0.03180668,0.0,0.0,0.0,0.03180668,0.06361336,0.03180668,0.03180668,0.06361336,0.25445344,0.0,0.0,0.0,0.0,0.03180668,0.03180668,0.06361336,0.03180668,0.0,0.06361336,0.12982683,0.13861954
0.03741287,0.0,0.0,0.03741287,0.03741287,0.03741287,0.07482574,0.0,0.03741287,0.1122386,0.0,0.03741287,0.1122386,0.0,0.07482574,0.07482574,0.03741287,0.0,0.0,0.0,0.15873394,0.13042157
0.08083334,0.02020833,0.02020833,0.0,0.0,0.02020833,0.04041667,0.0,0.0,0.16166667,0.04041667,0.04041667,0.02020833,0.02020833,0.04041667,0.060625,0.060625,0.04041667,0.04041667,0.04041667,0.11566481,0.13662683
0.13417419,0.01677177,0.01677177,0.0,0.0,0.03354355,0.01677177,0.03354355,0.08385887,0.0670871,0.0,0.0,0.01677177,0.01677177,0.0670871,0.05031532,0.03354355,0.03354355,0.01677177,0.03354355,0.16235616,0.16677287
0.02524813,0.0,0.07574439,0.05049626,0.10099252,0.0,0.02524813,0.0,0.02524813,0.05049626,0.02524813,0.02524813,0.0,0.02524813,0.05049626,0.02524813,0.05049626,0.12624065,0.0,0.02524813,0.12996639,0.16308594
0.04570856,0.0,0.04570856,0.04570856,0.0,0.0,0.04570856,0.0,0.0,0.0,0.04570856,0.09141711,0.0,0.09141711,0.04570856,0.27425134,0.0,0.04570856,0.0,0.0,0.12428098,0.09867355
0.07100745,0.0946766,0.02366915,0.0,0.07100745,0.07100745,0.07100745,0.0,0.0,0.18935319,0.0,0.02366915,0.0,0.02366915,0.02366915,0.0946766,0.0,0.0473383,0.0,0.0,0.09012464,0.1051243
0.0,0.03251687,0.0,0.0,0.0,0.03251687,0.0,0.0,0.0975506,0.16258434,0.06503374,0.0,0.03251687,0.06503374,0.03251687,0.06503374,0.03251687,0.13006747,0.03251687,0.0,0.12102756,0.09856761
