-0.22342143,-0.08368673,-0.03599082,0.11976154,-0.0402967,0.22604725,0.33765,0.14167857,-0.08620918,-0.01850204,0.09453061,-0.14113469,-0.01669011,-0.2302522,-0.02714725,0.10921656,-0.30066044,0.15991162
1.03341191,0.50124017,0.32493712,0.70425263,0.37944795,0.11275292,-0.77592964,-0.75063407,-0.65885402,0.53850249,-0.62969197,0.46695125,-0.63325869,-0.41361448,-0.43962975,0.22786302,-0.43187004,0.4002829
-2.57084082,-2.84769796,-0.24002449,2.40917143,2.90580714,0.36771429,2.70573061,-0.78553469,2.70573061,0.82675102,-0.78553469,0.82675102,-2.81846939,0.81826531,-2.81846939,-0.86119898,0.81826531,-0.86119898
-2.592,-2.8711358,-0.242,2.457,2.90607778,0.34045,2.728,-0.792,2.728,0.83355556,-0.792,0.83355556,-2.7962,0.8118,-2.7962,-0.85439444,0.8118,-0.85439444
0.06497143,0.14668265,-0.16989694,0.11387692,0.47836099,0.04344066,-0.25387857,0.13199286,0.02998316,-0.24115612,0.08151735,-0.31898776,-0.22803132,0.03758681,-0.42560934,0.18033878,-0.14731648,0.12711405
-0.38128892,-0.15519792,-0.04483643,-0.41803642,-0.143166,0.0105707,0.37455679,-0.06339751,0.11251607,0.11017493,0.1786036,-0.13638615,0.09373719,-0.02238333,0.37107318,0.10107377,-0.18988945,0.29529894
-0.48390139,-0.36867839,-0.09946288,0.19366842,0.07680614,-0.02488947,0.34041551,0.05420055,0.51972909,-0.07970111,-0.49634017,0.43299723,-0.1181247,-0.20679931,-0.14187996,0.07819218,0.18995508,-0.07776951
-0.17205962,-0.232497,0.08626244,-0.18719385,-0.21074359,-0.01154038,0.14448037,-0.12663212,0.2663605,0.104978,-0.04975506,-0.05400506,0.25407505,0.07561373,0.26651056,-0.10541031,-0.16855416,0.12548758
-0.09838803,-0.05698632,-0.08614359,-0.52829386,-0.37213947,0.15628772,0.00831453,0.0361359,0.14213675,-0.03770769,-0.03751966,0.04313675,0.44968889,0.13859766,0.45057661,-0.06345556,-0.04428216,0.06803304
0.33539751,0.00797424,0.15435873,-0.26971345,-0.11200205,0.13470643,-0.18754404,-0.28009834,-0.17688199,0.12221607,-0.35228283,0.30299114,0.135242,0.15158593,0.15152387,-0.05605897,0.04819471,-0.01673178
-0.20390294,-0.13682396,0.02489308,-0.44689091,-0.43956283,-0.03631845,0.02478235,-0.13242941,0.20161194,0.09988754,0.06004879,-0.03691168,0.50402861,0.23936943,0.42982977,-0.21659894,-0.00575383,0.06442557
-0.52085649,-0.14316661,-0.06202359,-0.26217529,-0.09679664,-0.06851387,0.34902016,0.24233502,0.20285355,-0.08952261,0.39713078,-0.26510302,0.23861938,-0.09479789,0.11253434,0.11615373,0.00964993,-0.09119283
-0.28022581,-0.40980208,-0.06108304,-0.44280667,-0.37291,0.0377486,0.39534194,-0.37586129,0.19015473,0.28003736,0.22527451,-0.19996472,0.47630914,0.45598925,0.41937634,-0.49118217,0.00742097,-0.05174593
-0.20159541,-0.11330561,0.05853724,-0.36440384,-0.42773122,0.0108545,0.05224541,-0.08489898,0.1474699,0.0726199,0.03871224,-0.02869439,0.43014957,0.18492808,0.45860949,-0.14997453,-0.08671755,0.09053923
-0.22109596,-0.14512121,0.02806639,-0.45304053,-0.45360938,-0.0335785,0.03563939,-0.13684187,0.21224545,0.10307851,0.12856768,-0.0992303,0.52063134,0.24662332,0.44007632,-0.22327466,-0.05290007,0.06128035
-0.18206558,-0.1926108,0.09495132,-0.39370669,-0.3739872,-0.04534459,0.12508892,-0.23676974,0.13963366,0.15369737,0.12371974,-0.10858684,0.43605696,0.17263979,0.38786186,-0.13276558,-0.08537415,0.10206935
-0.24108645,-0.34759649,-0.05475176,-0.48369143,-0.35988807,0.02925294,0.27397494,-0.3334671,0.22118498,0.23840147,0.19950588,-0.16349951,0.45364001,0.4227898,0.470218,-0.46339894,0.02134123,-0.04030894
-0.20543472,-0.12936466,0.05793704,-0.42224357,-0.41103365,-0.04194571,0.02492986,-0.132275,0.19956389,0.11468765,0.04853333,-0.03147546,0.48079996,0.16581726,0.39637623,-0.14989728,-0.03149226,0.0856286
-0.21917921,-0.25309911,0.08489481,-0.31204874,-0.24075091,0.09465859,0.20492479,-0.29308326,0.17877378,0.23929733,0.04467506,-0.04541605,0.29647036,0.21472552,0.32200097,-0.25437515,-0.08090514,0.06094818
-0.17509277,-0.22228363,0.18231012,-0.22743752,-0.32273826,0.03383495,0.2460645,-0.19462183,0.2074497,0.17505996,0.01026995,-0.13560868,0.2881581,0.00512649,0.3330664,-0.01871476,-0.28019483,0.18266014
-0.08398809,-0.03991745,0.05928892,-0.05406579,-0.01699035,-0.18963713,-0.088241,0.1373133,0.12631634,0.03339584,-0.30684765,0.11025873,0.20488837,-0.12645032,-0.04024818,-0.09967101,0.19528184,-0.01327656
-0.16250928,-0.24773864,0.16768303,0.0269825,-0.09866757,0.08452752,0.29049792,-0.1140162,0.24335845,0.0837849,-0.13410305,-0.00317562,-0.03504195,-0.19400776,0.15819774,0.19492932,-0.2938466,0.27811944
-0.19822105,-0.26290831,-0.04282105,-0.3143,-0.58600322,-0.21055556,-0.15271053,0.05320526,0.34440886,-0.05213961,0.09454737,-0.05391053,0.70490906,0.20631667,0.27133596,-0.23940029,0.20346667,-0.0745652
-0.16277829,-0.16764497,0.19023534,-0.11070945,-0.25570762,0.08153677,0.20487371,-0.17485009,0.18426633,0.17536847,-0.12715943,0.01791237,0.15267592,-0.07035816,0.31108696,0.0464376,-0.27424347,0.2282237
-0.06247895,-0.11969307,-0.11794266,0.10913889,0.06309181,0.07050088,0.07402632,-0.18768421,0.18839363,0.11539114,-0.07594349,0.07502576,-0.09588713,-0.00426725,-0.13228947,0.05060354,0.1958076,-0.14669295
0.04549114,-0.0757108,-0.01499363,-0.10022485,-0.13429006,-0.22977105,-0.02164903,0.14632188,0.09001607,-0.1077446,-0.27849252,0.1910662,0.12633443,-0.26449243,0.01543677,0.38244658,0.15429558,-0.10601687
-0.17863127,-0.17061272,-0.01992461,-0.55396342,-0.55224914,-0.07319914,0.01914293,-0.19358216,0.20711522,0.10485505,0.18358847,-0.14452331,0.61756493,0.31457313,0.54777823,-0.31827857,0.07423471,-0.01425738
-0.20663677,-0.29611205,-0.03051191,-0.4006064,-0.30276927,0.0362522,0.23308892,-0.34694467,0.17873934,0.24512355,0.15995125,-0.12849681,0.36593809,0.35813256,0.41829122,-0.41161035,0.01183818,-0.01513468
-0.094266,-0.25615806,0.14530194,-0.02870974,-0.188585,0.0484609,0.2034345,-0.0382055,0.210297,0.01974756,-0.1676805,0.08768506,0.07111492,-0.1881379,0.21662576,0.21538173,-0.25883437,0.22591878
