0.142,0.825,0.219,0.275,0.34,-0.077,0.217,-0.554,-0.317,-0.026,-0.04,0.503,-0.354,0.161,-0.916,0.635,2.128,-1.3,-0.032,0.07,0.208,6.598,-0.072,-0.105,-0.452,-0.141,-0.148,-0.455,-0.745,-0.502,-0.102,-0.24,-0.486,-0.136,1.541,0.111,0.128,0.44,-0.017,-0.434
0.486,0.548,-0.329,0.276,-0.378,-0.443,0.452,0.648,2.961,-2.042,-0.632,0.684,-2.158,0.684,3.627,-0.121,0.002,1.211,-0.202,-0.099,-2.129,-0.06,0.139,0.36,0.334,-0.79,0.304,0.696,1.667,1.096,0.167,0.5,0.111,0.5,2.24,-0.649,-0.062,0.444,0.073,0.018
-1.0,-0.25,-1.0,-2.25,-4.0,0.0,-1.0,0.0,-6.25,0.0,0.0,-4.0,-1.0,-2.25,-16.0,-1.0,-0.25,0.0,-49.0,-4.0,1.0,0.25,1.0,2.25,4.0,0.0,1.0,0.0,6.25,0.0,0.0,4.0,1.0,2.25,16.0,1.0,0.25,0.0,49.0,4.0
-1.0,-0.25,-1.0,-2.25,-4.0,0.0,-1.0,0.0,-6.25,0.0,0.0,-4.0,-1.0,-2.25,-16.0,-1.0,-0.25,0.0,-49.0,-4.0,1.0,0.25,1.0,2.25,4.0,0.0,1.0,0.0,6.25,0.0,0.0,4.0,1.0,2.25,16.0,1.0,0.25,0.0,49.0,4.0
-0.096,0.571,1.373,0.119,0.444,0.325,-2.086,0.643,1.135,-0.081,-0.035,0.394,0.576,0.432,0.446,0.5,-0.017,0.346,0.143,0.423,0.045,10.231,1.701,4.897,0.239,-0.145,-0.642,-0.134,1.034,-0.016,-0.285,0.946,0.856,1.449,0.022,0.385,-0.237,-0.332,0.225,-0.006
-0.681,-0.129,-2.051,-1.355,-1.266,-0.289,-0.632,-1.526,-0.687,-1.816,-0.461,-0.58,-0.108,-1.369,-0.642,-0.452,0.514,-1.306,-0.194,-0.373,-0.096,0.171,-2.374,-1.273,-1.404,-0.811,-1.377,-2.567,-1.268,-2.8,-1.185,-1.053,-0.164,-2.011,-0.838,-0.564,0.484,-0.856,-0.383,-0.43
-0.355,-0.275,-1.0,-0.959,-3.713,-2.438,-0.046,-3.309,-1.455,-3.306,-1.222,-2.263,-1.401,-0.884,-1.121,-0.908,-0.084,-1.363,-0.727,-0.905,-0.25,0.461,0.611,0.186,0.305,1.084,0.095,2.336,0.084,2.701,0.889,0.944,0.289,-0.0,-0.204,0.139,-0.932,1.125,0.201,-0.075
0.227,-0.194,-3.149,-1.118,-0.691,-1.3,-0.277,-2.31,-0.037,-2.381,-0.908,-3.159,0.187,-0.462,0.026,-0.53,-0.014,-1.644,-0.073,-0.155,-0.359,-0.267,0.421,-0.271,-0.562,-0.523,0.176,-1.308,-1.072,-0.933,-0.318,0.247,-0.047,0.118,-0.335,-0.236,0.03,-0.41,-0.229,-0.11
-0.588,0.095,-0.749,-0.21,-0.704,-0.848,-0.028,-0.898,-0.375,-0.928,-0.24,-0.647,-0.077,-0.367,-0.296,-0.38,0.482,0.178,-0.111,-0.177,0.95,-0.089,-2.621,-1.888,-0.839,0.02,-1.553,-1.774,-1.529,-1.08,-0.851,-2.407,-0.184,-1.67,-0.967,-0.431,0.387,-1.76,-0.148,0.051
-0.28,0.124,0.517,0.539,-0.25,-2.284,0.526,-1.369,1.283,-0.535,-0.566,-0.486,-0.074,-0.016,0.884,-0.019,0.149,-0.868,0.011,-0.313,0.035,-0.427,-1.169,-0.139,-0.75,2.651,-0.556,-0.518,-0.541,-0.861,0.016,-2.816,0.088,0.655,-0.289,-0.092,-0.351,-0.427,-0.81,-0.22
0.206,-0.058,-2.81,-0.505,-0.83,-1.741,-0.576,-3.305,-0.433,-3.341,-1.697,-4.018,-0.114,-0.736,-0.732,-0.616,-0.089,-1.622,-0.139,-0.304,-0.152,-0.125,-2.079,-2.02,-0.43,-0.357,-0.306,-2.057,-1.348,-1.865,-0.651,-0.491,-0.144,-0.752,-0.452,-0.531,-0.171,-0.605,-0.322,-0.348
0.308,-0.029,-0.703,0.102,-0.32,-0.028,-0.142,-0.176,-0.13,-0.84,-0.307,-0.971,-0.106,1.255,-1.328,-0.292,-0.919,-0.46,-0.127,-0.434,-0.012,-0.145,-0.939,-0.049,-0.992,-1.324,-0.165,-1.833,0.245,-2.277,-0.75,-0.914,-0.017,0.581,-0.79,-0.357,-0.093,-0.752,-0.299,-0.435
0.016,-0.208,-1.299,-0.783,-1.101,-0.707,-0.296,-1.96,-1.659,-2.23,-0.954,-1.664,-1.417,-0.444,-0.968,-0.493,-0.367,-1.209,-2.845,-0.415,0.221,-0.127,-2.473,-1.857,-1.059,-0.666,-0.031,-1.566,-0.743,-2.343,-0.702,-0.533,0.425,-1.572,-0.226,-0.771,0.182,-1.038,5.235,-0.412
